Date,Close
2018-04-09,99.7
2018-04-10,101.37
2018-04-11,100.8
2018-04-12,100.39
2018-04-13,100.35
2018-04-16,100.24
2018-04-17,102.17
2018-04-18,101.21
2018-04-19,100.89
2018-04-20,100.24
2018-04-23,100.15
2018-04-24,99.46
2018-04-25,101.15
2018-04-26,99.84
2018-04-27,99.23
2018-04-30,100.33
2018-05-01,100.06
2018-05-02,99.62
2018-05-03,98.76
2018-05-04,101.15
2018-05-07,102.48
2018-05-08,101.79
2018-05-09,99.97
2018-05-10,101.68
2018-05-11,102.07
2018-05-14,102.44
2018-05-15,102.92
2018-05-16,105.04
2018-05-17,104.34
2018-05-18,103.93
2018-05-21,104.06
2018-05-22,104.07
2018-05-23,102.89
2018-05-24,102.11
2018-05-25,102.2
2018-05-29,99.69
2018-05-30,99.98
2018-05-31,99.47
2018-06-01,99.36
2018-06-04,100.24
2018-06-05,99.94
2018-06-06,101.91
2018-06-07,102.47
2018-06-08,103.98
2018-06-11,104.35
2018-06-12,104.33
2018-06-13,106.31
2018-06-14,108.75
2018-06-15,108.85
2018-06-18,107.06
2018-06-19,106.1
2018-06-20,107.15
2018-06-21,105.89
2018-06-22,106.34
2018-06-25,104.45
2018-06-26,104.26
2018-06-27,103.96
2018-06-28,104.77
2018-06-29,104.81
2018-07-02,105.33
2018-07-03,104.04
2018-07-05,105.34
2018-07-06,104.78
2018-07-09,106.02
2018-07-10,106.03
2018-07-11,108.04
2018-07-12,108.25
2018-07-13,110
2018-07-16,110.2
2018-07-17,110.3
2018-07-18,110.69
2018-07-19,112.13
2018-07-20,111.48
2018-07-23,111.09
2018-07-24,110.7
2018-07-25,111.18
2018-07-26,113.51
2018-07-27,112.62
2018-07-30,112.63
2018-07-31,113.56
2018-08-01,112.97
2018-08-02,112.75
2018-08-03,114.09
2018-08-06,115.94
2018-08-07,116.56
2018-08-08,113.98
2018-08-09,114.16
2018-08-10,112.68
2018-08-13,112.12
2018-08-14,112.75
2018-08-15,112.85
2018-08-16,112.48
2018-08-17,112.48
2018-08-20,111.99
2018-08-21,112.39
2018-08-22,111.94
2018-08-23,112
2018-08-24,111.93
2018-08-27,112.33
2018-08-28,112.58
2018-08-29,112.45
2018-08-30,111.92
2018-08-31,112.02
2018-09-04,110.85
2018-09-05,109.87
2018-09-06,110.26
2018-09-07,110.97
2018-09-10,110.68
2018-09-11,109.6
2018-09-12,109.46
2018-09-13,110.67
2018-09-14,109.26
2018-09-17,109.36
2018-09-18,109.53
2018-09-19,109.79
2018-09-20,111.62
2018-09-21,110.4
2018-09-24,112.77
2018-09-25,113.63
2018-09-26,115.21
2018-09-27,116.04
2018-09-28,116.94
2018-10-01,116.24
2018-10-02,117.66
2018-10-03,116.91
2018-10-04,116.13
2018-10-05,114.78
2018-10-08,116.02
2018-10-09,116.89
2018-10-10,112.86
2018-10-11,111.15
2018-10-12,112.61
2018-10-15,113.44
2018-10-16,116.19
2018-10-17,117.13
2018-10-18,116.18
2018-10-19,118.9
2018-10-22,118.27
2018-10-23,117.85
2018-10-24,111.61
2018-10-25,114.16
2018-10-26,113.19
2018-10-29,113.04
2018-10-30,114.76
2018-10-31,114.83
2018-11-01,116.1
2018-11-02,115.18
2018-11-05,115.45
2018-11-06,116.71
2018-11-07,117.05
2018-11-08,116
2018-11-09,118
2018-11-12,116.7
2018-11-13,116.85
2018-11-14,117.12
2018-11-15,117.11
2018-11-16,116.19
2018-11-19,115.42
2018-11-20,111.87
2018-11-21,113.03
2018-11-23,112.08
2018-11-26,112.55
2018-11-27,113.9
2018-11-28,116.1
2018-11-29,116.61
2018-11-30,115.49
2018-12-03,115.74
2018-12-04,112.87
2018-12-06,114.33
2018-12-07,111.98
2018-12-10,111.86
2018-12-11,111.97
2018-12-12,112.21
2018-12-13,113.39
2018-12-14,112.2
2018-12-17,110.62
2018-12-18,109.45
2018-12-19,109.22
2018-12-20,107
2018-12-21,104.22
2018-12-24,100.35
2018-12-26,105.83
2018-12-27,106.52
2018-12-28,107.3
2018-12-31,109.65
2019-01-02,108.97
2019-01-03,106.33
2019-01-04,109.61
2019-01-07,110.56
2019-01-08,111.42
2019-01-09,112.67
2019-01-10,112.8
2019-01-11,112.65
2019-01-14,112.42
2019-01-15,111.76
2019-01-16,110.91
2019-01-17,111.01
2019-01-18,111.04
2019-01-22,110.6
2019-01-23,111.12
2019-01-24,110.55
2019-01-25,111.09
2019-01-28,110.81
2019-01-29,110.9
2019-01-30,110.13
2019-01-31,111.52
2019-02-01,111.3
2019-02-04,111.8
2019-02-05,112.66
2019-02-06,111.41
2019-02-07,110.95
2019-02-08,111.51
2019-02-11,109.44
2019-02-12,109.2
2019-02-13,110.2
2019-02-14,110.66
2019-02-15,112.59
2019-02-19,113.51
2019-02-20,113.68
2019-02-21,114.29
2019-02-22,115.25
2019-02-25,113.59
2019-02-26,113.5
2019-02-27,112.78
2019-02-28,112.84
2019-03-01,114.01
2019-03-04,114.33
2019-03-05,114
2019-03-06,114.85
2019-03-07,114.01
2019-03-08,113.81
2019-03-11,114.75
2019-03-12,114.73
2019-03-13,114.09
2019-03-14,114.48
2019-03-15,114.96
2019-03-18,113.12
2019-03-19,110
2019-03-20,109.99
2019-03-21,108.66
2019-03-22,108.23
2019-03-25,107.79
2019-03-26,110.14
2019-03-27,110.28
2019-03-28,110.71
2019-03-29,111.03
2019-04-01,112.51
2019-04-02,111.96
2019-04-03,112.52
2019-04-04,114.75
2019-04-05,115
