Date,Close
4/8/2019 16:00:00,14.19
4/9/2019 16:00:00,14.16
4/10/2019 16:00:00,13.99
4/11/2019 16:00:00,14.01
4/12/2019 16:00:00,14.14
4/15/2019 16:00:00,14.99
4/16/2019 16:00:00,14.4
4/17/2019 16:00:00,14.27
4/18/2019 16:00:00,14.13
4/22/2019 16:00:00,14.25
4/23/2019 16:00:00,14.27
4/24/2019 16:00:00,14.12
4/25/2019 16:00:00,13.9
4/26/2019 16:00:00,13.86
4/29/2019 16:00:00,13.8
4/30/2019 16:00:00,14.01
5/1/2019 16:00:00,13.7
5/2/2019 16:00:00,13.6
5/3/2019 16:00:00,13.75
5/6/2019 16:00:00,13.74
5/7/2019 16:00:00,13.72
5/8/2019 16:00:00,13.52
5/9/2019 16:00:00,13.2
5/10/2019 16:00:00,13.28
5/13/2019 16:00:00,12.96
5/14/2019 16:00:00,13.45
5/15/2019 16:00:00,13.64
5/16/2019 16:00:00,15.99
5/17/2019 16:00:00,15.72
5/20/2019 16:00:00,16.38
5/21/2019 16:00:00,16.82
5/22/2019 16:00:00,17.34
5/23/2019 16:00:00,16.56
5/24/2019 16:00:00,16.33
5/28/2019 16:00:00,16.46
5/29/2019 16:00:00,16.71
5/30/2019 16:00:00,16.86
5/31/2019 16:00:00,16.82
6/3/2019 16:00:00,16.93
6/4/2019 16:00:00,17.29
6/5/2019 16:00:00,17.38
6/6/2019 16:00:00,17.16
6/7/2019 16:00:00,17.71
6/10/2019 16:00:00,18.65
6/11/2019 16:00:00,19.21
6/12/2019 16:00:00,18.86
6/13/2019 16:00:00,19.11
6/14/2019 16:00:00,19.21
6/17/2019 16:00:00,18.49
6/18/2019 16:00:00,19.19
6/19/2019 16:00:00,20.16
6/20/2019 16:00:00,20.09
6/21/2019 16:00:00,20.76
6/24/2019 16:00:00,20.46
6/25/2019 16:00:00,19.73
6/26/2019 16:00:00,20.3
6/27/2019 16:00:00,20.02
6/28/2019 16:00:00,19.57
7/1/2019 16:00:00,19.52
7/2/2019 16:00:00,19.66
7/3/2019 13:00:00,19.95
7/5/2019 16:00:00,20.21
7/8/2019 16:00:00,20.09
7/9/2019 16:00:00,20.22
7/10/2019 16:00:00,20.38
7/11/2019 16:00:00,20.21
7/12/2019 16:00:00,20.2
7/15/2019 16:00:00,20.54
7/16/2019 16:00:00,20.02
7/17/2019 16:00:00,19.81
7/18/2019 16:00:00,19.69
7/19/2019 16:00:00,19.67
7/22/2019 16:00:00,19.66
7/23/2019 16:00:00,20.67
7/24/2019 16:00:00,20.5
7/25/2019 16:00:00,21.29
7/26/2019 16:00:00,22.16
7/29/2019 16:00:00,21.1
7/30/2019 16:00:00,21.15
7/31/2019 16:00:00,21.97
8/1/2019 16:00:00,21.3
8/2/2019 16:00:00,20.06
8/5/2019 16:00:00,19.32
8/6/2019 16:00:00,19.68
8/7/2019 16:00:00,20.04
8/8/2019 16:00:00,20.1
8/9/2019 16:00:00,20.11
8/12/2019 16:00:00,18.67
8/13/2019 16:00:00,19.13
