Date,Close
4/8/2019 16:00:00,74.91
4/9/2019 16:00:00,75.41
4/10/2019 16:00:00,76.6
4/11/2019 16:00:00,77.36
4/12/2019 16:00:00,77.64
4/15/2019 16:00:00,76.82
4/16/2019 16:00:00,75.91
4/17/2019 16:00:00,76.16
4/18/2019 16:00:00,77.96
4/22/2019 16:00:00,77.07
4/23/2019 16:00:00,77.25
4/24/2019 16:00:00,77.8
4/25/2019 16:00:00,77.75
4/26/2019 16:00:00,77.49
4/29/2019 16:00:00,77.18
4/30/2019 16:00:00,75.27
5/1/2019 16:00:00,74.41
5/2/2019 16:00:00,74.7
5/3/2019 16:00:00,75.78
5/6/2019 16:00:00,76.2
5/7/2019 16:00:00,76.02
5/8/2019 16:00:00,79.05
5/9/2019 16:00:00,79.56
5/10/2019 16:00:00,78.94
5/13/2019 16:00:00,79.71
5/14/2019 16:00:00,78.05
5/15/2019 16:00:00,78.37
5/16/2019 16:00:00,79.26
5/17/2019 16:00:00,79.41
5/20/2019 16:00:00,79.86
5/21/2019 16:00:00,80.46
5/22/2019 16:00:00,79.91
5/23/2019 16:00:00,80.8
5/24/2019 16:00:00,80.15
5/28/2019 16:00:00,79.38
5/29/2019 16:00:00,78.05
5/30/2019 16:00:00,79.43
5/31/2019 16:00:00,79.68
6/3/2019 16:00:00,81.18
6/4/2019 16:00:00,84.99
6/5/2019 16:00:00,88.27
6/6/2019 16:00:00,89.01
6/7/2019 16:00:00,90.44
6/10/2019 16:00:00,89.43
6/11/2019 16:00:00,88.87
6/12/2019 16:00:00,90.48
6/13/2019 16:00:00,91.58
6/14/2019 16:00:00,91.75
6/17/2019 16:00:00,92.68
6/18/2019 16:00:00,90.45
6/19/2019 16:00:00,90.91
6/20/2019 16:00:00,91.6
6/21/2019 16:00:00,92.27
6/24/2019 16:00:00,91.93
6/25/2019 16:00:00,90.66
6/26/2019 16:00:00,92.16
6/27/2019 16:00:00,94.66
6/28/2019 16:00:00,94.75
7/1/2019 16:00:00,92.68
7/2/2019 16:00:00,92.96
7/3/2019 13:00:00,95.35
7/5/2019 16:00:00,95.12
7/8/2019 16:00:00,94.37
7/9/2019 16:00:00,94.01
7/10/2019 16:00:00,94.51
7/11/2019 16:00:00,95.1
7/12/2019 16:00:00,97.27
7/15/2019 16:00:00,97.29
7/16/2019 16:00:00,94.84
7/17/2019 16:00:00,94.89
7/18/2019 16:00:00,96.03
7/19/2019 16:00:00,95.57
7/22/2019 16:00:00,95.48
7/23/2019 16:00:00,94.19
7/24/2019 16:00:00,95.41
7/25/2019 16:00:00,96.13
7/26/2019 16:00:00,96.97
7/29/2019 16:00:00,98.26
7/30/2019 16:00:00,97.72
7/31/2019 16:00:00,95.59
8/1/2019 16:00:00,88.62
8/2/2019 16:00:00,92.56
8/5/2019 16:00:00,91.86
8/6/2019 16:00:00,94.35
8/7/2019 16:00:00,96.93
8/8/2019 16:00:00,100.84
8/9/2019 16:00:00,100.08
8/12/2019 16:00:00,97.27
8/13/2019 16:00:00,97.09
8/14/2019 16:00:00,97.91
8/15/2019 16:00:00,98.79
8/16/2019 16:00:00,99.69
8/19/2019 16:00:00,101.77
8/20/2019 16:00:00,102.9
8/21/2019 16:00:00,103.81
8/22/2019 16:00:00,106.21
8/23/2019 16:00:00,104.28
8/26/2019 16:00:00,103.91
8/27/2019 16:00:00,103.14
8/28/2019 16:00:00,103.28
8/29/2019 16:00:00,103.44
8/30/2019 16:00:00,100.17
9/3/2019 16:00:00,98.15
9/4/2019 16:00:00,99.96
9/5/2019 16:00:00,99.94
9/6/2019 16:00:00,96.89
9/9/2019 16:00:00,93.12
9/10/2019 16:00:00,90.8
9/11/2019 16:00:00,92.12
9/12/2019 16:00:00,88.31
9/13/2019 16:00:00,86.97
9/16/2019 16:00:00,85.15
9/17/2019 16:00:00,86
9/18/2019 16:00:00,86.95
9/19/2019 16:00:00,87.47
9/20/2019 16:00:00,87.53
9/23/2019 16:00:00,88.51
9/24/2019 16:00:00,86.58
9/25/2019 16:00:00,86.09
9/26/2019 16:00:00,86.45
9/27/2019 16:00:00,87.01
9/30/2019 16:00:00,87.28
10/1/2019 16:00:00,85.54
10/2/2019 16:00:00,85.55
10/3/2019 16:00:00,88.77
10/4/2019 16:00:00,88.79
10/7/2019 16:00:00,89.04
