Date,Close
4/8/2019 16:00:00,86.04
4/9/2019 16:00:00,85.1
4/10/2019 16:00:00,85.63
4/11/2019 16:00:00,86.25
4/12/2019 16:00:00,87.83
4/15/2019 16:00:00,86.88
4/16/2019 16:00:00,87.91
4/17/2019 16:00:00,87.92
4/18/2019 16:00:00,88.11
4/22/2019 16:00:00,87.61
4/23/2019 16:00:00,88.19
4/24/2019 16:00:00,87.79
4/25/2019 16:00:00,88.05
4/26/2019 16:00:00,93.73
4/29/2019 16:00:00,92.38
4/30/2019 16:00:00,92.83
5/1/2019 16:00:00,92.58
5/2/2019 16:00:00,92.92
5/3/2019 16:00:00,94.26
5/6/2019 16:00:00,93.61
5/7/2019 16:00:00,91.6
5/8/2019 16:00:00,90.22
5/9/2019 16:00:00,90.2
5/10/2019 16:00:00,90.39
5/13/2019 16:00:00,87.54
5/14/2019 16:00:00,89.26
5/15/2019 16:00:00,89.38
5/16/2019 16:00:00,90.98
5/17/2019 16:00:00,90.54
5/20/2019 16:00:00,91.38
5/21/2019 16:00:00,92.2
5/22/2019 16:00:00,91.26
5/23/2019 16:00:00,89.25
5/24/2019 16:00:00,90.78
5/28/2019 16:00:00,88.75
5/29/2019 16:00:00,89.44
5/30/2019 16:00:00,88.35
5/31/2019 16:00:00,85.87
6/3/2019 16:00:00,87.08
6/4/2019 16:00:00,89.92
6/5/2019 16:00:00,89.9
6/6/2019 16:00:00,90.36
6/7/2019 16:00:00,90.26
6/10/2019 16:00:00,90.43
6/11/2019 16:00:00,91.34
6/12/2019 16:00:00,90.55
6/13/2019 16:00:00,90.77
6/14/2019 16:00:00,90.57
6/17/2019 16:00:00,89.95
6/18/2019 16:00:00,91.29
6/19/2019 16:00:00,90.48
6/20/2019 16:00:00,91.63
6/21/2019 16:00:00,91.52
6/24/2019 16:00:00,88.72
6/25/2019 16:00:00,88.82
6/26/2019 16:00:00,89.38
6/27/2019 16:00:00,89.33
6/28/2019 16:00:00,90.74
7/1/2019 16:00:00,92.04
7/2/2019 16:00:00,91.1
7/3/2019 13:00:00,92.99
7/5/2019 16:00:00,92.54
7/8/2019 16:00:00,91.8
7/9/2019 16:00:00,92.29
7/10/2019 16:00:00,90.16
7/11/2019 16:00:00,90.71
7/12/2019 16:00:00,91.07
7/15/2019 16:00:00,89.75
7/16/2019 16:00:00,89.93
7/17/2019 16:00:00,88.19
7/18/2019 16:00:00,88.76
7/19/2019 16:00:00,90.65
7/22/2019 16:00:00,91.72
7/23/2019 16:00:00,94.34
7/24/2019 16:00:00,96.92
7/25/2019 16:00:00,95.9
7/26/2019 16:00:00,98.08
7/29/2019 16:00:00,96.92
7/30/2019 16:00:00,91.21
7/31/2019 16:00:00,92.42
8/1/2019 16:00:00,91.3
8/2/2019 16:00:00,89.85
8/5/2019 16:00:00,86.62
8/6/2019 16:00:00,88.3
8/7/2019 16:00:00,87.95
8/8/2019 16:00:00,88.76
8/9/2019 16:00:00,87.71
8/12/2019 16:00:00,85.69
8/13/2019 16:00:00,87.21
8/14/2019 16:00:00,83.45
8/15/2019 16:00:00,83.67
8/16/2019 16:00:00,85.5
8/19/2019 16:00:00,86.97
8/20/2019 16:00:00,85.22
8/21/2019 16:00:00,86.02
8/22/2019 16:00:00,85.73
8/23/2019 16:00:00,83.11
8/26/2019 16:00:00,84.28
8/27/2019 16:00:00,83.11
8/28/2019 16:00:00,84.59
8/29/2019 16:00:00,86.22
8/30/2019 16:00:00,86.62
9/3/2019 16:00:00,85.35
9/4/2019 16:00:00,85.96
9/5/2019 16:00:00,88.32
9/6/2019 16:00:00,88.19
9/9/2019 16:00:00,90.96
9/10/2019 16:00:00,91.83
9/11/2019 16:00:00,92.09
9/12/2019 16:00:00,92.91
9/13/2019 16:00:00,93.62
9/16/2019 16:00:00,94.34
9/17/2019 16:00:00,93.83
9/18/2019 16:00:00,93.9
9/19/2019 16:00:00,93.27
9/20/2019 16:00:00,92.74
9/23/2019 16:00:00,92.85
9/24/2019 16:00:00,91.35
9/25/2019 16:00:00,91.29
9/26/2019 16:00:00,91.13
9/27/2019 16:00:00,91.34
9/30/2019 16:00:00,90.98
10/1/2019 16:00:00,89.07
10/2/2019 16:00:00,86.25
10/3/2019 16:00:00,85.83
10/4/2019 16:00:00,87.32
10/7/2019 16:00:00,86.88
10/8/2019 16:00:00,84.4
10/9/2019 16:00:00,85.69
10/10/2019 16:00:00,87.03
10/11/2019 16:00:00,88.82
10/14/2019 16:00:00,88.61
10/15/2019 16:00:00,90.13
10/16/2019 16:00:00,89.94
10/17/2019 16:00:00,90.01
10/18/2019 16:00:00,89.8
10/21/2019 16:00:00,91.32
10/22/2019 16:00:00,92.16
10/23/2019 16:00:00,92.79
10/24/2019 16:00:00,91.98
10/25/2019 16:00:00,93.25
10/28/2019 16:00:00,95.17
10/29/2019 16:00:00,94.46
10/30/2019 16:00:00,94.53
10/31/2019 16:00:00,93.25
11/1/2019 16:00:00,95.25
11/4/2019 16:00:00,96.17
11/5/2019 16:00:00,97.3
11/6/2019 16:00:00,97.04
11/7/2019 16:00:00,97.7
11/8/2019 16:00:00,97.26
11/11/2019 16:00:00,97.01
11/12/2019 16:00:00,97.21
11/13/2019 16:00:00,96.31
11/14/2019 16:00:00,96.64
11/15/2019 16:00:00,97.38
11/18/2019 16:00:00,97.2
11/19/2019 16:00:00,97.07
11/20/2019 16:00:00,96.51
11/21/2019 16:00:00,96.77
11/22/2019 16:00:00,98.1
11/25/2019 16:00:00,99.86
11/26/2019 16:00:00,99.22
11/27/2019 16:00:00,100.25
11/29/2019 13:00:00,100.01
12/2/2019 16:00:00,99.23
12/3/2019 16:00:00,98.17
12/4/2019 16:00:00,99.25
12/5/2019 16:00:00,99.57
12/6/2019 16:00:00,101.38
12/9/2019 16:00:00,102.21
12/10/2019 16:00:00,102.42
12/11/2019 16:00:00,101.43
12/12/2019 16:00:00,104.03
12/13/2019 16:00:00,104.37
12/16/2019 16:00:00,103.33
12/17/2019 16:00:00,104.34
12/18/2019 16:00:00,104.18
12/19/2019 16:00:00,103.38
12/20/2019 16:00:00,103.37
12/23/2019 16:00:00,102.93
12/24/2019 13:00:00,102.95
12/26/2019 16:00:00,103.48
12/27/2019 16:00:00,103
12/30/2019 16:00:00,102.64
12/31/2019 16:00:00,102.91
1/2/2020 16:00:00,103.61
1/3/2020 16:00:00,102
1/6/2020 16:00:00,101.08
1/7/2020 16:00:00,100.08
1/8/2020 16:00:00,101.14
1/9/2020 16:00:00,102.51
1/10/2020 16:00:00,101.55
1/13/2020 16:00:00,101.91
1/14/2020 16:00:00,102.56
1/15/2020 16:00:00,102.34
1/16/2020 16:00:00,102.92
1/17/2020 16:00:00,104.13
1/21/2020 16:00:00,102.19
1/22/2020 16:00:00,106.76
1/23/2020 16:00:00,106.03
1/24/2020 16:00:00,104.3
1/27/2020 16:00:00,101.16
1/28/2020 16:00:00,102.04
1/29/2020 16:00:00,101.2
1/30/2020 16:00:00,102.17
1/31/2020 16:00:00,99.8
2/3/2020 16:00:00,99.75
2/4/2020 16:00:00,101.7
2/5/2020 16:00:00,104.74
2/6/2020 16:00:00,103.52
2/7/2020 16:00:00,101.8
2/10/2020 16:00:00,101.95
2/11/2020 16:00:00,102.4
2/12/2020 16:00:00,102.8
2/13/2020 16:00:00,102.78
2/14/2020 16:00:00,102.64
2/18/2020 16:00:00,103.03
2/19/2020 16:00:00,104.14
2/20/2020 16:00:00,103.54
2/21/2020 16:00:00,101.15
2/24/2020 16:00:00,98.24
2/25/2020 16:00:00,92.78
2/26/2020 16:00:00,92.82
2/27/2020 16:00:00,89.17
2/28/2020 16:00:00,88.26
3/2/2020 16:00:00,91.47
3/3/2020 16:00:00,86.42
3/4/2020 16:00:00,89.33
3/5/2020 16:00:00,85.08
3/6/2020 16:00:00,82.29
3/9/2020 16:00:00,73.07
3/10/2020 16:00:00,78.35
3/11/2020 16:00:00,71.42
3/12/2020 16:00:00,63.63
3/13/2020 16:00:00,72.84
3/16/2020 16:00:00,55.45
3/17/2020 16:00:00,53.92
3/18/2020 16:00:00,44.3
3/19/2020 16:00:00,46.26
3/20/2020 16:00:00,45.01
3/23/2020 16:00:00,42.87
3/24/2020 16:00:00,50.91
3/25/2020 16:00:00,52.34
3/26/2020 16:00:00,57.87
3/27/2020 16:00:00,55.3
3/30/2020 16:00:00,53.87
3/31/2020 16:00:00,50.42
4/1/2020 16:00:00,44.68
4/2/2020 16:00:00,43.93
4/3/2020 16:00:00,42.27
4/6/2020 16:00:00,49.42
4/7/2020 16:00:00,52.91
